"Species","Mobility","AFF.MO","AMBI","Fragilite","AFF.RO","Tube","Taille","GT","Position","worms_id","Kingdom","Phylum","Class","Order","Family","Genus","Species.y"
"Hydroides norvegica","Fixe","I","II","Tres fragile","Indifferent","1","P","Suspensivore","Epifaune","131009","Animalia","Annelida","Polychaeta","Sabellida","Serpulidae","Hydroides","Hydroides norvegica"
"Haliotis tuberculata",NA,NA,"I",NA,NA,NA,NA,NA,"Epifaune","140059","Animalia","Mollusca","Gastropoda","Lepetellida","Haliotidae","Haliotis","Haliotis tuberculata"
"Hymeniacidon","Fixe","I","II","Tres fragile","Dur","0","M","Suspensivore","Epifaune","131808","Animalia","Porifera","Demospongiae","Suberitida","Halichondriidae","Hymeniacidon",NA
"Hymeniacidon kitchingi","Fixe","I","I","Tres fragile","Dur","0","M","Suspensivore","Epifaune","132655","Animalia","Porifera","Demospongiae","Suberitida","Halichondriidae","Hymeniacidon","Hymeniacidon kitchingi"
"Hymeniacidon perlevis","Fixe","I","I","Tres fragile","Dur","0","M","Suspensivore","Epifaune","132663","Animalia","Porifera","Demospongiae","Suberitida","Halichondriidae","Hymeniacidon","Hymeniacidon perlevis"
"Hypereteone foliosa","Mobile","II","II","Peu fragile","Meuble","0","P","Predateur","Interstice","152250","Animalia","Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Hypereteone","Hypereteone foliosa"
"Hypsicomus stichophthalmos","Peu mobile","I","II","Tres fragile","Meuble","1","P","Suspensivore","Epifaune","130918","Animalia","Annelida","Polychaeta","Sabellida","Sabellidae","Hypsicomus","Hypsicomus stichophthalmos"
"Janira maculosa","Mobile","I",NA,"Tres fragile","Dur","0","TP","Herbivore","Epifaune","118732","Animalia","Arthropoda","Malacostraca","Isopoda","Janiridae","Janira","Janira maculosa"
"Idotea balthica","Mobile","I","II","Peu fragile","Meuble","0","P","Herbivore","Epifaune","119039","Animalia","Arthropoda","Malacostraca","Isopoda","Idoteidae","Idotea","Idotea balthica"
"Idotea pelagica","Mobile","I","II","Peu fragile","Dur","0","P","Omnivore","Epifaune","119050","Animalia","Arthropoda","Malacostraca","Isopoda","Idoteidae","Idotea","Idotea pelagica"
"Harmothoe antilopes",NA,NA,"II",NA,NA,NA,NA,NA,"Epifaune","130754","Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae","Harmothoe","Harmothoe antilopes"
"Idunella sp.","Peu mobile","I","I","Peu fragile","Meuble","0","TP","Predateur","Endofaune","101581","Animalia","Arthropoda","Malacostraca","Amphipoda","Liljeborgiidae","Idunella",NA
"Inachus dorsettensis","Mobile","I","I","Tres fragile","Meuble","0","P","Omnivore","Epifaune","107327","Animalia","Arthropoda","Malacostraca","Decapoda","Inachidae","Inachus","Inachus dorsettensis"
"Inachus leptochirus","Mobile","I","I","Tres fragile","Meuble","0","P","Omnivore","Epifaune","107330","Animalia","Arthropoda","Malacostraca","Decapoda","Inachidae","Inachus","Inachus leptochirus"
"Harmothoe impar",NA,NA,"II",NA,NA,NA,NA,NA,"Epifaune","130770","Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae","Harmothoe","Harmothoe impar"
"Inachus phalangium","Peu mobile","I","I","Peu fragile","Dur","0","P","Detritivore","Epifaune","107333","Animalia","Arthropoda","Malacostraca","Decapoda","Inachidae","Inachus","Inachus phalangium"
"Incatella cingulata","Peu mobile","I",NA,"Peu fragile","Meuble","0","P","Suspensivore","Interstice","1398605","Animalia","Mollusca","Gastropoda","[unassigned] Caenogastropoda","Turritellidae","Incatella","Incatella cingulata"
"Iphimedia minuta","Mobile","I","I","Peu fragile","Meuble","0","TP","Detritivore","Interstice","102345","Animalia","Arthropoda","Malacostraca","Amphipoda","Iphimediidae","Iphimedia","Iphimedia minuta"
"Iphimedia nexa","Mobile","I","I","Peu fragile","Dur","0","TP","Detritivore","Interstice","102346","Animalia","Arthropoda","Malacostraca","Amphipoda","Iphimediidae","Iphimedia","Iphimedia nexa"
"Harmothoe spp.",NA,NA,"II",NA,NA,NA,NA,NA,"Epifaune","129491","Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae","Harmothoe",NA
"Iphimedia obesa","Mobile","I","I","Peu fragile","Dur","0","P","Detritivore","Interstice","102347","Animalia","Arthropoda","Malacostraca","Amphipoda","Iphimediidae","Iphimedia","Iphimedia obesa"
"Iphimedia spatula","Mobile","I","I","Peu fragile","Dur","0","TP","Detritivore","Interstice","102351","Animalia","Arthropoda","Malacostraca","Amphipoda","Iphimediidae","Iphimedia","Iphimedia spatula"
"Iphinoe trispinosa","Mobile","III","I","Peu fragile","Meuble","0","P","Deposivore","Endofaune","110462","Animalia","Arthropoda","Malacostraca","Cumacea","Bodotriidae","Iphinoe","Iphinoe trispinosa"
"Irus irus","Fixe","I","I","Tres fragile","Dur","0","P","Suspensivore","Interstice","141917","Animalia","Mollusca","Bivalvia","Venerida","Veneridae","Irus","Irus irus"
"Isaeidae","Mobile","I","I","Peu fragile","Indifferent","0","TP","Deposivore","Epifaune","101388","Animalia","Arthropoda","Malacostraca","Amphipoda","Isaeidae",NA,NA
"Hedylopsis",NA,NA,NA,NA,NA,NA,NA,NA,"Epifaune","138059","Animalia","Mollusca","Gastropoda",NA,"Hedylopsidae","Hedylopsis",NA
"Hemilepton nitidum",NA,NA,"II",NA,NA,NA,NA,NA,"Endofaune","246148","Animalia","Mollusca","Bivalvia","Galeommatida","Lasaeidae","Hemilepton","Hemilepton nitidum"
"Janira maculosa","Mobile","III","I","Tres fragile","Meuble","0","TP","Detritivore","Epifaune","118732","Animalia","Arthropoda","Malacostraca","Isopoda","Janiridae","Janira","Janira maculosa"
"Jasmineira","Fixe","I","II","Tres fragile","Indifferent","1","P","Suspensivore","Epifaune","129533","Animalia","Annelida","Polychaeta","Sabellida","Sabellidae","Jasmineira",NA
"Jasmineira caudata","Peu mobile","I","II","Tres fragile","Meuble","1","TP","Suspensivore","Epifaune","130920","Animalia","Annelida","Polychaeta","Sabellida","Sabellidae","Jasmineira","Jasmineira caudata"
"Jasmineira elegans","Peu mobile","I","II","Tres fragile","Meuble","1","P","Suspensivore","Endofaune","130921","Animalia","Annelida","Polychaeta","Sabellida","Sabellidae","Jasmineira","Jasmineira elegans"
"Hesionura",NA,NA,NA,NA,NA,NA,NA,NA,"Epifaune","129448","Animalia","Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Hesionura",NA
"Hesionura elongata",NA,NA,"II",NA,NA,NA,NA,NA,"Epifaune","130649","Animalia","Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Hesionura","Hesionura elongata"
"Nudibranchia spp.","Mobile","I",NA,"Tres fragile","Indifferent","0","PM","Predateur","Epifaune","1762","Animalia","Mollusca","Gastropoda","Nudibranchia",NA,NA,NA
"Jujubinus exasperatus","Peu mobile","I","I","Pas fragile","Indifferent","0","P","Brouteur","Epifaune","141807","Animalia","Mollusca","Gastropoda","Trochida","Trochidae","Jujubinus","Jujubinus exasperatus"
"Jujubinus montagui","Peu mobile","I","I","Pas fragile","Dur","0","TP","Brouteur","Epifaune","141811","Animalia","Mollusca","Gastropoda","Trochida","Trochidae","Jujubinus","Jujubinus montagui"
"Jujubinus striatus","Peu mobile","I","I","Pas fragile","Dur","0","TP","Brouteur","Epifaune","141815","Animalia","Mollusca","Gastropoda","Trochida","Trochidae","Jujubinus","Jujubinus striatus"
"Kellia suborbicularis","Peu mobile","I","I","Pas fragile","Dur","0","P","Suspensivore","Interstice","140161","Animalia","Mollusca","Bivalvia","Galeommatida","Lasaeidae","Kellia","Kellia suborbicularis"
"Kirkegaardia spp.","Peu mobile","I","IV","Tres fragile","Meuble","1","P","Deposivore","Endofaune","884676","Animalia","Annelida","Polychaeta","Terebellida","Cirratulidae","Kirkegaardia",NA
"Heteromysis sp.",NA,NA,"II",NA,NA,NA,NA,NA,"Interstice","119863","Animalia","Arthropoda","Malacostraca","Mysida","Mysidae","Heteromysis",NA
"Kroyera carinata","Mobile","I","I","Pas fragile","Meuble","0","P","Predateur","Endofaune","547074","Animalia","Arthropoda","Malacostraca","Amphipoda","Oedicerotidae","Kroyera","Kroyera carinata"
"Hexacorallia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1340","Animalia","Cnidaria","Anthozoa",NA,NA,NA,NA
"Kurtiella bidentata","Peu mobile","I","III","Tres fragile","Meuble","0","TP","Suspensivore","Epifaune","345281","Animalia","Mollusca","Bivalvia","Galeommatida","Lasaeidae","Kurtiella","Kurtiella bidentata"
"Hiatella",NA,NA,NA,NA,NA,NA,NA,NA,"Epifaune","138068","Animalia","Mollusca","Bivalvia","Adapedonta","Hiatellidae","Hiatella",NA
"Lacydonia miranda","Mobile","I","II","Peu fragile","Meuble","0","TP","Predateur","Interstice","130206","Animalia","Annelida","Polychaeta","Phyllodocida","Lacydoniidae","Lacydonia","Lacydonia miranda"
"Laetmonice hystrix","Mobile","II","II","Pas fragile","Meuble","0","PM","Predateur","Epifaune","129845","Animalia","Annelida","Polychaeta","Phyllodocida","Aphroditidae","Laetmonice","Laetmonice hystrix"
"Laevicardium crassum","Peu mobile","I","I","Pas fragile","Meuble","0","PM","Suspensivore","Endofaune","139004","Animalia","Mollusca","Bivalvia","Cardiida","Cardiidae","Laevicardium","Laevicardium crassum"
"Lagis koreni","Peu mobile","I","IV","Tres fragile","Meuble","1","P","Deposivore","Endofaune","152367","Animalia","Annelida","Polychaeta","Terebellida","Pectinariidae","Lagis","Lagis koreni"
"Lamellaria latens","Peu mobile","I",NA,"Tres fragile","Dur","0","TP","Predateur","Epifaune","140172","Animalia","Mollusca","Gastropoda","Littorinimorpha","Velutinidae","Lamellaria","Lamellaria latens"
"Lanice conchilega","Peu mobile","I","II","Tres fragile","Meuble","1","MG","Suspensivore","Interstice","131495","Animalia","Annelida","Polychaeta","Terebellida","Terebellidae","Lanice","Lanice conchilega"
"Laonice bahusiensis","Peu mobile","III","II","Tres fragile","Meuble","1","PM","Deposivore","Endofaune","131127","Animalia","Annelida","Polychaeta","Spionida","Spionidae","Laonice","Laonice bahusiensis"
"Laonice bahusiensis","Peu mobile","I","II","Tres fragile","Meuble","1","M","Deposivore","Endofaune","131127","Animalia","Annelida","Polychaeta","Spionida","Spionidae","Laonice","Laonice bahusiensis"
"Holothuroidea",NA,NA,"I",NA,NA,NA,NA,NA,NA,"123083","Animalia","Echinodermata","Holothuroidea",NA,NA,NA,NA
"Laonice bahusiensis","Peu mobile","III",NA,"Tres fragile","Meuble","1","P","Deposivore","Endofaune","131127","Animalia","Annelida","Polychaeta","Spionida","Spionidae","Laonice","Laonice bahusiensis"
"Lebetus guilleti","Mobile",NA,NA,"Peu fragile","Meuble","0","P","Predateur","Epifaune","126902","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Lebetus","Lebetus guilleti"
"Leiochone leiopygos","Peu mobile","I","III","Tres fragile","Meuble","1","M","Deposivore","Endofaune","559007","Animalia","Annelida","Polychaeta",NA,"Maldanidae","Leiochone","Leiochone leiopygos"
"Hyas coarctatus",NA,NA,"I",NA,NA,NA,NA,NA,"Epifaune","107323","Animalia","Arthropoda","Malacostraca","Decapoda","Oregoniidae","Hyas","Hyas coarctatus"
"Lekanesphaera spp.","Mobile","III","III","Peu fragile","Meuble","0","TP","Omnivore","Interstice","118431","Animalia","Arthropoda","Malacostraca","Isopoda","Sphaeromatidae","Lekanesphaera",NA
"Lembos websteri","Peu mobile","I","I","Tres fragile","Indifferent","1","TP","Deposivore","Epifaune","102033","Animalia","Arthropoda","Malacostraca","Amphipoda","Aoridae","Lembos","Lembos websteri"
"Leodice harassii","Mobile","II","II","Peu fragile","Indifferent","1","MG","Predateur","Interstice","742170","Animalia","Annelida","Polychaeta","Eunicida","Eunicidae","Leodice","Leodice harassii"
"Leodora laevis","Fixe","I",NA,"Tres fragile","Dur","1","P","Suspensivore","Epifaune","131208","Animalia","Annelida","Polychaeta","Sabellida","Serpulidae","Leodora","Leodora laevis"
"Lepadogaster","Peu mobile",NA,NA,"Tres fragile","Dur","0","PM","Predateur","Interstice","125781","Animalia","Chordata","Actinopteri","Gobiesociformes","Gobiesocidae","Lepadogaster",NA
"Lepadogaster lepadogaster","Peu mobile",NA,NA,"Tres fragile","Dur","0","PM","Predateur","Interstice","126518","Animalia","Chordata","Actinopteri","Gobiesociformes","Gobiesocidae","Lepadogaster","Lepadogaster lepadogaster"
"Lepidepecreum longicorne","Peu mobile","I","I","Pas fragile","Dur","0","TP","Deposivore","Epifaune","102598","Animalia","Arthropoda","Malacostraca","Amphipoda","Tryphosidae","Lepidepecreum","Lepidepecreum longicorne"
"Lepidochitona cinerea","Peu mobile","I","II","Peu fragile","Meuble","0","P","Brouteur","Epifaune","152774","Animalia","Mollusca","Polyplacophora","Chitonida","Tonicellidae","Lepidochitona","Lepidochitona cinerea"
"Lepidonotus spp.","Mobile","II","II","Peu fragile","Indifferent","0","PM","Predateur","Epifaune","129496","Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae","Lepidonotus",NA
"Idotea spp.",NA,NA,"II",NA,NA,NA,NA,NA,"Epifaune","118454","Animalia","Arthropoda","Malacostraca","Isopoda","Idoteidae","Idotea",NA
"Idotea neglecta",NA,NA,"II",NA,NA,NA,NA,NA,"Epifaune","119048","Animalia","Arthropoda","Malacostraca","Isopoda","Idoteidae","Idotea","Idotea neglecta"
"Leptocheirus hirsutimanus","Mobile","III","II","Peu fragile","Meuble","0","TP","Detritivore","Epifaune","102036","Animalia","Arthropoda","Malacostraca","Amphipoda","Corophiidae","Leptocheirus","Leptocheirus hirsutimanus"
"Leptocheirus pectinatus","Mobile","III","III","Peu fragile","Meuble","0","TP","Detritivore","Epifaune","102039","Animalia","Arthropoda","Malacostraca","Amphipoda","Corophiidae","Leptocheirus","Leptocheirus pectinatus"
"Leptocheirus pilosus","Peu mobile","III","III","Peu fragile","Dur","1","TP","Detritivore","Epifaune","102040","Animalia","Arthropoda","Malacostraca","Amphipoda","Corophiidae","Leptocheirus","Leptocheirus pilosus"
"Leptocheirus tricristatus","Mobile","III","III","Peu fragile","Meuble","0","TP","Detritivore","Epifaune","102041","Animalia","Arthropoda","Malacostraca","Amphipoda","Corophiidae","Leptocheirus","Leptocheirus tricristatus"
"Chondrochelia savignyi","Peu mobile","I",NA,"Peu fragile","Meuble","0","TP","Detritivore","Epifaune","880874","Animalia","Arthropoda","Malacostraca","Tanaidacea","Leptocheliidae","Chondrochelia","Chondrochelia savignyi"
"Idunella mollis",NA,NA,"I",NA,NA,NA,NA,NA,"Endofaune","754208","Animalia","Arthropoda","Malacostraca","Amphipoda","Liljeborgiidae","Idunella","Idunella mollis"
"Leptochiton","Peu mobile","I","I","Pas fragile","Dur","0","P","Brouteur","Epifaune","138117","Animalia","Mollusca","Polyplacophora","Lepidopleurida","Leptochitonidae","Leptochiton",NA
"Leptochiton asellus","Peu mobile","I","I","Pas fragile","Dur","0","P","Brouteur","Epifaune","140199","Animalia","Mollusca","Polyplacophora","Lepidopleurida","Leptochitonidae","Leptochiton","Leptochiton asellus"
"Leptochiton cancellatus","Peu mobile","I","I","Peu fragile","Meuble","0","TP","Brouteur","Epifaune","140201","Animalia","Mollusca","Polyplacophora","Lepidopleurida","Leptochitonidae","Leptochiton","Leptochiton cancellatus"
"Leptochiton scabridus","Peu mobile","I","I","Pas fragile","Dur","0","P","Brouteur","Epifaune","140211","Animalia","Mollusca","Polyplacophora","Lepidopleurida","Leptochitonidae","Leptochiton","Leptochiton scabridus"
"Nephtys spp.",NA,NA,"II",NA,NA,NA,NA,NA,"Endofaune","129370","Animalia","Annelida","Polychaeta","Phyllodocida","Nephtyidae","Nephtys",NA
"Leptoplana spp.","Mobile","I","II","Tres fragile","Indifferent","0","P","Predateur","Epifaune","142229","Animalia","Platyhelminthes",NA,"Polycladida","Leptoplanidae","Leptoplana",NA
"Iphimedia eblanae",NA,NA,NA,NA,NA,NA,NA,NA,"Interstice","102342","Animalia","Arthropoda","Malacostraca","Amphipoda","Iphimediidae","Iphimedia","Iphimedia eblanae"
"Leptosynapta spp.","Peu mobile","I","I","Tres fragile","Meuble","0","PM","Detritivore","Endofaune","123449","Animalia","Echinodermata","Holothuroidea","Apodida","Synaptidae","Leptosynapta",NA
"Iphimedia perplexa",NA,NA,NA,NA,NA,NA,NA,NA,"Interstice","102348","Animalia","Arthropoda","Malacostraca","Amphipoda","Iphimediidae","Iphimedia","Iphimedia perplexa"
"Iphinoe spp.",NA,NA,"I",NA,NA,NA,NA,NA,"Endofaune","110391","Animalia","Arthropoda","Malacostraca","Cumacea","Bodotriidae","Iphinoe",NA
"Leucothoe spp.","Mobile","I","I","Tres fragile","Indifferent","0","TP","Suspensivore","Epifaune","101580","Animalia","Arthropoda","Malacostraca","Amphipoda","Leucothoidae","Leucothoe",NA
"Isopoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1131","Animalia","Arthropoda","Malacostraca","Isopoda",NA,NA,NA
"Jassa falcata",NA,NA,"V",NA,NA,NA,NA,NA,"Epifaune","102431","Animalia","Arthropoda","Malacostraca","Amphipoda","Ischyroceridae","Jassa","Jassa falcata"
"Lichenoporidae","Fixe","I",NA,"Peu fragile","Dur","0","TP","Suspensivore","Epifaune","110809","Animalia","Bryozoa","Stenolaemata","Cyclostomatida","Lichenoporidae",NA,NA
"Jassa marmorata",NA,NA,"V",NA,NA,NA,NA,NA,"Epifaune","102433","Animalia","Arthropoda","Malacostraca","Amphipoda","Ischyroceridae","Jassa","Jassa marmorata"
"Liljeborgia kinahani","Mobile","I","I","Tres fragile","Meuble","0","TP","Predateur","Epifaune","102483","Animalia","Arthropoda","Malacostraca","Amphipoda","Liljeborgiidae","Liljeborgia","Liljeborgia kinahani"
"Jassa pusilla",NA,NA,"V",NA,NA,NA,NA,NA,"Epifaune","102437","Animalia","Arthropoda","Malacostraca","Amphipoda","Ischyroceridae","Jassa","Jassa pusilla"
"Liljeborgia pallida","Mobile","I","I","Tres fragile","Dur","0","TP","Predateur","Epifaune","102485","Animalia","Arthropoda","Malacostraca","Amphipoda","Liljeborgiidae","Liljeborgia","Liljeborgia pallida"
"Nudibranchia spp.","Mobile","I",NA,"Tres fragile","Dur","0","P","Predateur","Epifaune","1762","Animalia","Mollusca","Gastropoda","Nudibranchia",NA,NA,NA
"Limaria loscombi","Peu mobile","I","I","Tres fragile","Meuble","0","P","Suspensivore","Epifaune","153952","Animalia","Mollusca","Bivalvia","Limida","Limidae","Limaria","Limaria loscombi"
"Limatula subauriculata","Peu mobile","I","I","Peu fragile","Indifferent","0","TP","Suspensivore","Epifaune","140242","Animalia","Mollusca","Bivalvia","Limida","Limidae","Limatula","Limatula subauriculata"
"Lineus","Mobile","II","I","Tres fragile","Indifferent","1","G","Predateur","Epifaune","122358","Animalia","Nemertea","Pilidiophora","Heteronemertea","Lineidae","Lineus",NA
"Liocarcinus","Mobile","I","I","Pas fragile","Meuble","0","P","Predateur","Epifaune","106925","Animalia","Arthropoda","Malacostraca","Decapoda","Polybiidae","Liocarcinus",NA
"Liocarcinus corrugatus","Mobile","I","I","Pas fragile","Meuble","0","PM","Omnivore","Epifaune","107386","Animalia","Arthropoda","Malacostraca","Decapoda","Polybiidae","Liocarcinus","Liocarcinus corrugatus"
"Liocarcinus depurator","Mobile","I","I","Tres fragile","Meuble","0","PM","Predateur","Epifaune","107387","Animalia","Arthropoda","Malacostraca","Decapoda","Polybiidae","Liocarcinus","Liocarcinus depurator"
"Liocarcinus holsatus","Mobile","I","I","Tres fragile","Dur","0","PM","Predateur","Interstice","107388","Animalia","Arthropoda","Malacostraca","Decapoda","Polybiidae","Liocarcinus","Liocarcinus holsatus"
