Espece	Mobility	AFF.MO	AMBI	Fragilite	AFF.RO	Tube	Taille	GT	Position	Phylum	Class	Order	Family
Scalibregma inflatum	Peu mobile	III	III	Peu fragile	Meuble	0	P	Deposivore	Endofaune	Annelida	Polychaeta		Scalibregmatidae
Schistomeringos neglecta	Mobile	IV	II	Tres fragile	Meuble	0	P	Predateur	Endofaune	Annelida	Polychaeta	Eunicida	Dorvilleidae
Schistomeringos rudolphi	Mobile	IV	I	Tres fragile	Meuble	0	TP	Predateur	Endofaune	Annelida	Polychaeta	Eunicida	Dorvilleidae
Schizoporella	Fixe	I	I	Peu fragile	Dur	0	PM	Suspensivore	Epifaune	Bryozoa	Gymnolaemata	Cheilostomatida	Schizoporellidae
Sclerocheilus minutus	Peu mobile	I	III	Peu fragile	Meuble	0	P	Deposivore	Endofaune	Annelida	Polychaeta		Scalibregmatidae
Phyllodoce rosea			II						Interstice				
Scolanthus callimorphus	Fixe	I	II	Tres fragile	Meuble	0	P	Predateur	Interstice	Cnidaria	Anthozoa	Actiniaria	Edwardsiidae
Scolelepis	Peu mobile	III	III	Tres fragile	Meuble	0	PM	Deposivore	Endofaune	Annelida	Polychaeta	Spionida	Spionidae
Phylo foetida			I						Endofaune				
Scolelepis (Parascolelepis) tridentata	Peu mobile	I	III	Tres fragile	Meuble	0	P	Deposivore	Endofaune	Annelida	Polychaeta	Spionida	Spionidae
Scolelepis (Scolelepis) squamata	Peu mobile	III	III	Tres fragile	Meuble	0	PM	Predateur	Endofaune	Annelida	Polychaeta	Spionida	Spionidae
Scoletoma fragilis	Peu mobile	II	II	Tres fragile	Indifferent	0	M	Predateur	Endofaune	Annelida	Polychaeta	Eunicida	Lumbrineridae
Scoletoma funchalensis	Peu mobile	II	II	Tres fragile	Indifferent	0	PM	Predateur	Epifaune	Annelida	Polychaeta	Eunicida	Lumbrineridae
Scoletoma laurentiana	Peu mobile	II	II	Tres fragile	Meuble	0	M	Predateur	Endofaune	Annelida	Polychaeta	Eunicida	Lumbrineridae
Scoletoma magnidentata	Peu mobile	II	II	Tres fragile	Indifferent	0	MG	Predateur	Endofaune	Annelida	Polychaeta	Eunicida	Lumbrineridae
Scoloplos armiger	Peu mobile	I	I	Tres fragile	Meuble	0	PM	Deposivore	Endofaune	Annelida	Polychaeta		Orbiniidae
Serpula	Peu mobile	III	I	Tres fragile	Dur	1	PM	Suspensivore	Epifaune	Annelida	Polychaeta	Sabellida	Serpulidae
Serpula vermicularis	Peu mobile	I	I	Tres fragile	Dur	1	PM	Suspensivore	Epifaune	Annelida	Polychaeta	Sabellida	Serpulidae
Serpulidae	Peu mobile	I	IV	Tres fragile	Dur	1	PM	Suspensivore	Epifaune	Annelida	Polychaeta	Sabellida	Serpulidae
Serratina serrata	Peu mobile	I	I	Pas fragile	Meuble	0	P	Suspensivore	Endofaune	Mollusca	Bivalvia	Cardiida	Tellinidae
Sigalion mathildae	Mobile	I	II	Peu fragile	Meuble	0	M	Predateur	Endofaune	Annelida	Polychaeta	Phyllodocida	Sigalionidae
Pista bansei			NA						Endofaune				
Sige fusigera	Mobile	II	III	Peu fragile	Meuble	0	P	Predateur	Interstice	Annelida	Polychaeta	Phyllodocida	Phyllodocidae
Sipunculus (Sipunculus) nudus	Fixe	I	I	Tres fragile	Meuble	0	MG	Detritivore	Endofaune	Sipuncula	Sipunculidea	Golfingiida	Sipunculidae
Siriella clausii	Mobile	NA	II	Tres fragile	Indifferent	0	TP	Detritivore	Epifaune	Arthropoda	Malacostraca	Mysida	Mysidae
Platynereis coccinea			NA						Epifaune				
Socarnes erythrophthalmus	Mobile	III	II	Peu fragile	Meuble	0	TP	Necrophage	Endofaune	Arthropoda	Malacostraca	Amphipoda	Lysianassidae
Spatangus purpureus	Mobile	I	I	Tres fragile	Meuble	0	M	Deposivore	Endofaune	Echinodermata	Echinoidea	Spatangoida	Spatangidae
Sphaerechinus granularis	Mobile	I	I	Tres fragile	Indifferent	0	PM	Herbivore	Epifaune	Echinodermata	Echinoidea	Camarodonta	Toxopneustidae
Sphaerodoridium minutum	Peu mobile	II	II	Tres fragile	Meuble	0	TP	Predateur	Endofaune	Annelida	Polychaeta	Phyllodocida	Sphaerodoridae
Podocerus variegatus			III						Endofaune				
Sphaerodorum	Mobile	II	II	Tres fragile	Meuble	0	TP	Predateur	Endofaune	Annelida	Polychaeta	Phyllodocida	Sphaerodoridae
Sphaerodorum gracilis	Mobile	II	II	Tres fragile	Meuble	0	P	Predateur	Endofaune	Annelida	Polychaeta	Phyllodocida	Sphaerodoridae
Sphaeroma serratum	Mobile	I	III	Peu fragile	Dur	0	P	Detritivore	Epifaune	Arthropoda	Malacostraca	Isopoda	Sphaeromatidae
Sphaerosyllis	Mobile	II	II	Tres fragile	Meuble	0	TP	Deposivore	Endofaune	Annelida	Polychaeta	Phyllodocida	Syllidae
Sphaerosyllis bulbosa	Mobile	II	II	Tres fragile	Meuble	0	TP	Predateur	Interstice	Annelida	Polychaeta	Phyllodocida	Syllidae
Sphaerosyllis hystrix	Mobile	II	II	Tres fragile	Meuble	0	TP	Predateur	Endofaune	Annelida	Polychaeta	Phyllodocida	Syllidae
Sphaerosyllis ovigera	Mobile	II	II	Tres fragile	Indifferent	0	TP	Deposivore	Epifaune	Annelida	Polychaeta	Phyllodocida	Syllidae
Polychaeta			NA						NA				
Sphaerosyllis taylori	Mobile	II	III	Tres fragile	Meuble	0	TP	Deposivore	Endofaune	Annelida	Polychaeta	Phyllodocida	Syllidae
Spio	Peu mobile	IV	III	Tres fragile	Meuble	1	P	Deposivore	Endofaune	Annelida	Polychaeta	Spionida	Spionidae
Spio arndti	Peu mobile	IV	III	Tres fragile	Dur	1	P	Deposivore	Endofaune	Annelida	Polychaeta	Spionida	Spionidae
Spio martinensis	Peu mobile	IV	III	Tres fragile	Dur	1	P	Deposivore	Endofaune	Annelida	Polychaeta	Spionida	Spionidae
Spiochaetopterus	Peu mobile	I	III	Tres fragile	Meuble	1	PM	Suspensivore	Endofaune	Annelida	Polychaeta		Chaetopteridae
Polycirrus nogueirai			NA						Endofaune				
Spiochaetopterus solitarius	Peu mobile	I	III	Tres fragile	Meuble	1	P	Suspensivore	Endofaune	Annelida	Polychaeta		Chaetopteridae
Polycirrus readi			NA						Endofaune				
Spionidae	Peu mobile	III	III	Tres fragile	Meuble	1	P	Deposivore	Endofaune	Annelida	Polychaeta	Spionida	Spionidae
Polycirrus tenuisetis			IV						Endofaune				
Spiophanes bombyx	Peu mobile	I	III	Tres fragile	Meuble	1	PM	Suspensivore	Endofaune	Annelida	Polychaeta	Spionida	Spionidae
Spirobranchus	Fixe	III	II	Tres fragile	Dur	1	PM	Suspensivore	Epifaune	Annelida	Polychaeta	Sabellida	Serpulidae
Spirobranchus lamarcki	Fixe	III	II	Peu fragile	Dur	1	PM	Suspensivore	Epifaune	Annelida	Polychaeta	Sabellida	Serpulidae
Spirobranchus triqueter	Fixe	III	II	Peu fragile	Dur	1	P	Suspensivore	Epifaune	Annelida	Polychaeta	Sabellida	Serpulidae
Spisula elliptica	Peu mobile	I	I	Peu fragile	Meuble	0	P	Suspensivore	Endofaune	Mollusca	Bivalvia	Venerida	Mactridae
Spisula solida	Peu mobile	I	I	Pas fragile	Meuble	0	P	Suspensivore	Endofaune	Mollusca	Bivalvia	Venerida	Mactridae
Spisula subtruncata	Peu mobile	I	I	Pas fragile	Meuble	0	P	Suspensivore	Endofaune	Mollusca	Bivalvia	Venerida	Mactridae
Steromphala cineraria	Peu mobile	I	III	Pas fragile	Dur	0	TP	Brouteur	Epifaune	Mollusca	Gastropoda	Trochida	Trochidae
Steromphala pennanti	Peu mobile	I	NA	Peu fragile	Dur	0	P	Herbivore	Epifaune	Mollusca	Gastropoda	Trochida	Trochidae
Steromphala tumida	Peu mobile	I	I	Pas fragile	Dur	0	P	Herbivore	Epifaune	Mollusca	Gastropoda	Trochida	Trochidae
Pomatoschistus			NA						Epifaune				
Steromphala umbilicalis	Peu mobile	I	NA	Peu fragile	Dur	0	P	Herbivore	Epifaune	Mollusca	Gastropoda	Trochida	Trochidae
Sthenelais boa	Mobile	II	II	Peu fragile	Meuble	0	M	Predateur	Interstice	Annelida	Polychaeta	Phyllodocida	Sigalionidae
Sthenelais limicola	Mobile	II	II	Peu fragile	Meuble	0	PM	Predateur	Endofaune	Annelida	Polychaeta	Phyllodocida	Sigalionidae
Pontobdella			NA						Epifaune				
Streblosoma bairdi	Peu mobile	I	I	Tres fragile	Meuble	1	PM	Deposivore	Endofaune	Annelida	Polychaeta	Terebellida	Terebellidae
Pontocrates altamarinus			II						Endofaune				
Streptodonta pterochaeta	Peu mobile	I	II	Tres fragile	Meuble	0	P	Predateur	Endofaune	Annelida	Polychaeta	Phyllodocida	Syllidae
Striarca lactea	Fixe	I	I	Pas fragile	Dur	0	P	Suspensivore	Endofaune	Mollusca	Bivalvia	Arcida	Noetiidae
Styela clava	Fixe	I	II	Pas fragile	Dur	0	M	Suspensivore	Epifaune	Chordata	Ascidiacea	Stolidobranchia	Styelidae
Praxillella gracilis			III						Endofaune				
Proceraea aurantiaca			II						Epifaune				
Proceraea cornuta			II						Epifaune				
Processa			I						Epifaune				
Prostheceraeus vittatus			NA						Endofaune				
Protodrilus			NA						Endofaune				
Pseudomystides limbata			II						Epifaune				
Pseudopotamilla reniformis			II						Endofaune				
Rissoella diaphana			NA						Epifaune				
Scolelepis (Scolelepis) cantabra			NA						Endofaune				
Scolelepis (Scolelepis) foliosa			III						Endofaune				
Sepiola atlantica			NA						Epifaune				
Sigalion squamosus			II						Endofaune				
Sipunculidae			NA						Endofaune				
Siriella jaltensis			II						Epifaune				
Socarnes filicornis			II						Endofaune				
Solecurtus scopula			I						Endofaune				
Solen marginatus			I						Endofaune				
Spanioplon armaturum			NA						Epifaune				
Sphaerosyllis glandulata			I						Epifaune				
Sphenia binghami			I						Endofaune				
Spio decorata			III						Endofaune				
Spio filicornis			III						Endofaune				
Spio symphyta			NA						Endofaune				
Spiochaetopterus costarum			I						Endofaune				
Spiophanes			III						Endofaune				
Streptosyllis varians			NA						Epifaune				
Stylarioides moniliferus			I						Endofaune				
Stylochoplana maculata			NA						Epifaune				
Subadyte pellucida	Mobile	I	II	Tres fragile	Indifferent	0	P	Predateur	Interstice	Annelida	Polychaeta	Phyllodocida	Polynoidae
Suberites ficus	Fixe	I	II	Peu fragile	Dur	0	MG	Suspensivore	Epifaune	Porifera	Demospongiae	Suberitida	Suberitidae
Suberitidae			NA						Epifaune				
Sunamphitoe pelagica	Mobile	I	NA	Peu fragile	Dur	1	TP	Herbivore	Epifaune	Arthropoda	Malacostraca	Amphipoda	Ampithoidae
Sycon ciliatum	Fixe	I	I	Tres fragile	Dur	0	P	Suspensivore	Epifaune	Porifera	Calcarea	Leucosolenida	Sycettidae
Sycon ciliatum	Fixe		I		Dur			Suspensivore	Epifaune	Porifera	Calcarea	Leucosolenida	Syconidae
Syllidae	Mobile	II	II	Tres fragile	Indifferent	0	P	Predateur	Epifaune	Annelida	Polychaeta	Phyllodocida	Syllidae
Syllides	Mobile	II	II	Tres fragile	Indifferent	0	TP	Predateur	Interstice	Annelida	Polychaeta	Phyllodocida	Syllidae
Syllides benedicti	Peu mobile	II	II	Tres fragile	Meuble	0	TP	Predateur	Interstice	Annelida	Polychaeta	Phyllodocida	Syllidae
Syllidia armata	Mobile	II	II	Tres fragile	Indifferent	0	TP	Predateur	Interstice	Annelida	Polychaeta	Phyllodocida	Hesionidae
Syllidia armata			II						Interstice	Annelida	Polychaeta	Phyllodocida	Hesionidae
Syllis	Mobile	II	II	Peu fragile	Dur	0	P	Predateur	Interstice	Annelida	Polychaeta	Phyllodocida	Syllidae
Syllis alternata			II						Interstice				
Syllis amica	Mobile	II	II	Pas fragile	Dur	0	P	Predateur	Interstice	Annelida	Polychaeta	Phyllodocida	Syllidae
Syllis armillaris	Peu mobile	II	II	Peu fragile	Indifferent	0	P	Predateur	Epifaune	Annelida	Polychaeta	Phyllodocida	Syllidae
Syllis columbretensis	Mobile	II	I	Peu fragile	Dur	0	P	Herbivore	Interstice	Annelida	Polychaeta	Phyllodocida	Syllidae
Syllis cornuta	Mobile	II	II	Peu fragile	Indifferent	0	P	Predateur	Epifaune	Annelida	Polychaeta	Phyllodocida	Syllidae
Syllis cruzi	Mobile	II	I	Peu fragile	Dur	0	TP	Predateur	Interstice	Annelida	Polychaeta	Phyllodocida	Syllidae
Syllis fasciata			II						Endofaune				
Syllis garciai	Mobile	II	II	Peu fragile	Indifferent	0	P	Predateur	Interstice	Annelida	Polychaeta	Phyllodocida	Syllidae
Syllis gracilis	Mobile	II	III	Peu fragile	Dur	0	P	Predateur	Interstice	Annelida	Polychaeta	Phyllodocida	Syllidae
Syllis hyalina	Peu mobile	II	II	Peu fragile	Indifferent	0	P	Predateur	Interstice	Annelida	Polychaeta	Phyllodocida	Syllidae
Syllis krohnii	Mobile	II	II	Peu fragile	Dur	0	P	Predateur	Interstice	Annelida	Polychaeta	Phyllodocida	Syllidae
Syllis licheri	Mobile	II	II	Peu fragile	Meuble	0	P	Predateur	Interstice	Annelida	Polychaeta	Phyllodocida	Syllidae
Syllis parapari	Mobile	II	II	Peu fragile	Meuble	0	P	Predateur	Interstice	Annelida	Polychaeta	Phyllodocida	Syllidae
Syllis pontxioi			II						Endofaune				
Syllis prolifera	Mobile	II	II	Peu fragile	Indifferent	0	TP	Predateur	Interstice	Annelida	Polychaeta	Phyllodocida	Syllidae
Syllis torquata			II						Interstice				
Syllis variegata	Mobile	II	II	Peu fragile	Dur	0	P	Predateur	Interstice	Annelida	Polychaeta	Phyllodocida	Syllidae
Syllis vittata	Mobile	II	II	Pas fragile	Dur	0	P	Predateur	Epifaune	Annelida	Polychaeta	Phyllodocida	Syllidae
Symphodus melops	Mobile	NA	NA	Peu fragile	Dur	0	M	Predateur	Interstice	Chordata	Actinopteri	Eupercaria incertae sedis	Labridae
Synchelidium			I						Epifaune				
Synchelidium maculatum	Mobile	I	I	Peu fragile	Meuble	0	TP	Predateur	Epifaune	Arthropoda	Malacostraca	Amphipoda	Oedicerotidae
Synmerosyllis lamelligera	Mobile	II	II	Tres fragile	Meuble	0	TP	Predateur	Interstice	Annelida	Polychaeta	Phyllodocida	Syllidae
Tanaidacea	Peu mobile	I	NA	Peu fragile	Indifferent	0	PM	Detritivore	Epifaune	Arthropoda	Malacostraca	Tanaidacea	
Tanaissus lilljeborgi			III						Epifaune				
Tanaopsis graciloides	Mobile	I	II	Peu fragile	Meuble	0	TP	Detritivore	Epifaune	Arthropoda	Malacostraca	Tanaidacea	Tanaopsidae
Tectura virginea	Fixe	I	I	Tres fragile	Dur	0	TP	Brouteur	Epifaune	Mollusca	Gastropoda		Lottiidae
Tellimya ferruginosa	Fixe	I	II	Tres fragile	Meuble	0	TP	Commensalisme/Parasitisme	Endofaune	Mollusca	Bivalvia	Galeommatida	Lasaeidae
Tellina			I						Endofaune				
Tellinidae			I						Endofaune				
Terebellidae	Peu mobile	I	II	Tres fragile	Indifferent	1	P	Deposivore	Endofaune	Annelida	Polychaeta	Terebellida	Terebellidae
Terebellides	Peu mobile	I	I	Peu fragile	Meuble	1	P	Deposivore	Endofaune	Annelida	Polychaeta	Terebellida	Trichobranchidae
Terebellides gentili	Peu mobile	I	I	Tres fragile	Meuble	1	P	Deposivore	Endofaune	Annelida	Polychaeta	Terebellida	Trichobranchidae
Terebellides gralli	Peu mobile	I	I	Tres fragile	Meuble	1	P	Deposivore	Endofaune	Annelida	Polychaeta	Terebellida	Trichobranchidae
Terebellides resomari	Peu mobile	I	I	Tres fragile	Meuble	1	P	Deposivore	Endofaune	Annelida	Polychaeta	Terebellida	Trichobranchidae
Terebellides stroemii	Fixe	I	II	Tres fragile	Meuble	0	PM	Deposivore	Endofaune	Annelida	Polychaeta	Terebellida	Trichobranchidae
Tergipedidae			NA						Epifaune				
Tergipes tergipes			NA						Epifaune				
Testudinalia testudinalis	Fixe	I	I	Peu fragile	Dur	0	P	Deposivore	Epifaune	Mollusca	Gastropoda		Lottiidae
Tethya aurantium	Fixe	I	I	Tres fragile	Dur	0	PM	Suspensivore	Epifaune	Porifera	Demospongiae	Tethyida	Tethyidae
Tethya citrina	Fixe	I	I	Tres fragile	Dur	0	PM	Suspensivore	Epifaune	Porifera	Demospongiae	Tethyida	Tethyidae
Tetrastemma	Peu mobile	I	III	Tres fragile	Indifferent	0	TP	Predateur	Interstice	Nemertea	Hoplonemertea	Monostilifera	Tetrastemmatidae
Tetrastemma melanocephalum	Peu mobile	II	III	Tres fragile	Indifferent	0	P	Predateur	Interstice	Nemertea	Hoplonemertea	Monostilifera	Tetrastemmatidae
Thalassema	Fixe	I	I	Tres fragile	Indifferent	0	PM	Detritivore	Endofaune	Annelida	Polychaeta	Echiuroidea	Thalassematidae
Thalassema thalassema	Fixe	I	I	Tres fragile	Indifferent	0	PM	Deposivore	Endofaune	Annelida	Polychaeta	Echiuroidea	Thalassematidae
Tharyx	Peu mobile	IV	IV	Tres fragile	Meuble	0	PM	Deposivore	Endofaune	Annelida	Polychaeta	Terebellida	Cirratulidae
Thelepus cincinnatus			II						Endofaune				
Thia scutellata	Mobile	I	II	Tres fragile	Meuble	0	P	Predateur	Endofaune	Arthropoda	Malacostraca	Decapoda	Thiidae
Thracia	Fixe	I	I	Tres fragile	Meuble	0	P	Deposivore	Endofaune	Mollusca	Bivalvia		Thraciidae
Thracia distorta			I						Endofaune				
Thracia phaseolina	Peu mobile	I	I	Tres fragile	Meuble	0	TP	Suspensivore	Endofaune	Mollusca	Bivalvia		Thraciidae
Thracia pubescens			I						Endofaune				
Thracia villosiuscula	Peu mobile	I	I	Tres fragile	Meuble	0	P	Suspensivore	Endofaune	Mollusca	Bivalvia		Thraciidae
Thyasira flexuosa	Mobile	I	III	Peu fragile	Meuble	0	P	Deposivore	Endofaune	Mollusca	Bivalvia	Lucinida	Thyasiridae
Thyone	Fixe	I	I	Tres fragile	Indifferent	0	M	Suspensivore	Interstice	Echinodermata	Holothuroidea	Dendrochirotida	Phyllophoridae
Thyone fusus	Fixe	I	I	Tres fragile	Dur	0	M	Deposivore	Interstice	Echinodermata	Holothuroidea	Dendrochirotida	Phyllophoridae
Thyone inermis	Peu mobile	I	I	Tres fragile	Meuble	0	M	Suspensivore	Interstice	Echinodermata	Holothuroidea	Dendrochirotida	Phyllophoridae
Thyone roscovita	Fixe	I	I	Tres fragile	Meuble	0	PM	Suspensivore	Interstice	Echinodermata	Holothuroidea	Dendrochirotida	Phyllophoridae
Timarete filigera	Peu mobile	IV	IV	Tres fragile	Meuble	0	P	Deposivore	Endofaune	Annelida	Polychaeta	Terebellida	Cirratulidae
Timoclea ovata	Peu mobile	I	I	Pas fragile	Meuble	0	P	Suspensivore	Endofaune	Mollusca	Bivalvia	Venerida	Veneridae
Tmetonyx cicada			I						Endofaune				
Trichobranchus glacialis	Peu mobile	I	I	Peu fragile	Meuble	1	P	Deposivore	Endofaune	Annelida	Polychaeta	Terebellida	Trichobranchidae
Tricolia pullus	Peu mobile	I	I	Pas fragile	Dur	0	TP	Herbivore	Epifaune	Mollusca	Gastropoda	Trochida	Phasianellidae
Tritaeta gibbosa			NA						Epifaune				
Tritia incrassata	Peu mobile	II	III	Pas fragile	Dur	0	P	Necrophage	Epifaune	Mollusca	Gastropoda	Neogastropoda	Nassariidae
Tritia reticulata	Peu mobile	II	I	Pas fragile	Indifferent	0	P	Necrophage	Epifaune	Mollusca	Gastropoda	Neogastropoda	Nassariidae
Tritia varicosa	Peu mobile	II	II	Pas fragile	Meuble	0	TP	Necrophage	Epifaune	Mollusca	Gastropoda	Neogastropoda	Nassariidae
Trivia	Peu mobile	I	I	Pas fragile	Dur	0	P	Predateur	Epifaune	Mollusca	Gastropoda	Littorinimorpha	Triviidae
Trivia arctica	Peu mobile	I	I	Pas fragile	Dur	0	P	Predateur	Epifaune	Mollusca	Gastropoda	Littorinimorpha	Triviidae
Trivia monacha	Peu mobile	I	I	Pas fragile	Dur	0	P	Predateur	Epifaune	Mollusca	Gastropoda	Littorinimorpha	Triviidae
Trypanosyllis			II						Interstice				
Trypanosyllis zebra	Mobile	II	II	Tres fragile	Dur	0	P	Predateur	Interstice	Annelida	Polychaeta	Phyllodocida	Syllidae
Tryphosa nana	Mobile	I	II	Peu fragile	Meuble	0	TP	Necrophage	Epifaune	Arthropoda	Malacostraca	Amphipoda	Tryphosidae
Tryphosella	Mobile	I	I	Peu fragile	Meuble	0	TP	Necrophage	Epifaune	Arthropoda	Malacostraca	Amphipoda	Tryphosidae
Tryphosella minima	Mobile	I	I	Peu fragile	Meuble	0	TP	Necrophage	Epifaune	Arthropoda	Malacostraca	Amphipoda	Tryphosidae
Tryphosella nanoides	Mobile	I	I	Peu fragile	Meuble	0	TP	Necrophage	Epifaune	Arthropoda	Malacostraca	Amphipoda	Tryphosidae
Tryphosella sarsi	Mobile	I	I	Peu fragile	Meuble	0	TP	Necrophage	Epifaune	Arthropoda	Malacostraca	Amphipoda	Tryphosidae
Tubificoides			V						Endofaune				
Tubificoides benedii	Peu mobile	II	V	Tres fragile	Meuble	0	P	Deposivore	Endofaune	Annelida	Clitellata	Haplotaxida	Naididae
Tubificoides pseudogaster	Peu mobile	I	I	Tres fragile	Meuble	0	P	Deposivore	Endofaune	Annelida	Clitellata	Haplotaxida	Naididae
Tubulanus			II						Endofaune				
Tubulanus polymorphus	Mobile	II	I	Tres fragile	Meuble	0	G	Predateur	Endofaune	Nemertea	Palaeonemertea		Tubulanidae
Tubulanus superbus	Peu mobile	II	II	Tres fragile	Meuble	0	PM	Predateur	Interstice	Nemertea	Palaeonemertea	Tubulaniformes	Tubulanidae
Tubulariidae	Fixe	I	I	Tres fragile	Dur	0	P	Predateur	Epifaune	Cnidaria	Hydrozoa	Anthoathecata	Tubulariidae
Tubuliporidae	Fixe	I	NA	Peu fragile	Dur	0	TP	Suspensivore	Epifaune	Bryozoa	Stenolaemata	Cyclostomatida	Tubuliporidae
Turbonilla lactea	Fixe	I	I	Peu fragile	Meuble	0	TP	Parasitique	Epifaune	Mollusca	Gastropoda		Pyramidellidae
Turritella terebra	Peu mobile	I	I	Peu fragile	Meuble	0	P	Suspensivore	Interstice	Mollusca	Gastropoda	[unassigned] Caenogastropoda	Turritellidae
Upogebia	Mobile	I	I	Tres fragile	Meuble	0	M	Suspensivore	Endofaune	Arthropoda	Malacostraca	Decapoda	Upogebiidae
Upogebia deltaura	Mobile	I	I	Tres fragile	Meuble	0	M	Suspensivore	Interstice	Arthropoda	Malacostraca	Decapoda	Upogebiidae
Upogebia pusilla	Mobile	I	I	Tres fragile	Meuble	0	P	Suspensivore	Endofaune	Arthropoda	Malacostraca	Decapoda	Upogebiidae
Upogebia stellata			I						Endofaune				
Urothoe	Mobile	I	I	Peu fragile	Meuble	0	TP	Deposivore	Endofaune	Arthropoda	Malacostraca	Amphipoda	Urothoidae
Urothoe brevicornis	Mobile	I	I	Peu fragile	Meuble	0	TP	Deposivore	Endofaune	Arthropoda	Malacostraca	Amphipoda	Urothoidae
Urothoe elegans	Mobile	I	I	Tres fragile	Meuble	0	TP	Deposivore	Endofaune	Arthropoda	Malacostraca	Amphipoda	Urothoidae
Urothoe grimaldii	Mobile	I	I	Pas fragile	Meuble	0	TP	Deposivore	Endofaune	Arthropoda	Malacostraca	Amphipoda	Urothoidae
Urothoe marina	Mobile	I	I	Peu fragile	Meuble	0	TP	Deposivore	Endofaune	Arthropoda	Malacostraca	Amphipoda	Urothoidae
Urothoe poseidonis			I						Endofaune				
Urothoe pulchella	Mobile	I	I	Pas fragile	Meuble	0	TP	Deposivore	Endofaune	Arthropoda	Malacostraca	Amphipoda	Urothoidae
Urticina eques	Fixe	I	I	Tres fragile	Indifferent	0	MG	Predateur	Epifaune	Cnidaria	Anthozoa	Actiniaria	Actiniidae
Urticina felina	Fixe	I	I	Peu fragile	Dur	0	M	Predateur	Epifaune	Cnidaria	Anthozoa	Actiniaria	Actiniidae
Varicorbula gibba	Peu mobile	III	IV	Pas fragile	Meuble	0	P	Suspensivore	Endofaune	Mollusca	Bivalvia	Myida	Corbulidae
Vaunthompsonia cristata	Mobile	I	II	Tres fragile	Meuble	0	TP	Deposivore	Endofaune	Arthropoda	Malacostraca	Cumacea	Bodotriidae
Veneridae	Peu mobile	I	I	Peu fragile	Meuble	0	PM	Suspensivore	Endofaune	Mollusca	Bivalvia	Venerida	Veneridae
Venerupis corrugata	Fixe	I	I	Pas fragile	Meuble	0	P	Suspensivore	Endofaune	Mollusca	Bivalvia	Venerida	Veneridae
Venus casina	Fixe	I	I	Pas fragile	Meuble	0	P	Suspensivore	Endofaune	Mollusca	Bivalvia	Venerida	Veneridae
Venus verrucosa	Peu mobile	I	I	Pas fragile	Meuble	0	PM	Suspensivore	Endofaune	Mollusca	Bivalvia	Venerida	Veneridae
Vitreolina philippi			I						Epifaune				
Websterinereis glauca	Peu mobile	I	III	Peu fragile	Dur	1	P	Omnivore	Epifaune	Annelida	Polychaeta	Phyllodocida	Nereididae
Xantho hydrophilus	Mobile	I	I	Pas fragile	Dur	0	PM	Predateur	Interstice	Arthropoda	Malacostraca	Decapoda	Xanthidae
Xantho pilipes	Mobile	I	I	Pas fragile	Meuble	0	P	Predateur	Interstice	Arthropoda	Malacostraca	Decapoda	Xanthidae
Zeuxo holdichi	Peu mobile	III	I	Peu fragile	Indifferent	1	TP	Detritivore	Epifaune	Arthropoda	Malacostraca	Tanaidacea	Tanaididae
Amphitholina cuniculus			NA							Arthropoda	Malacostraca	Amphipoda	Ampithoidae
Calliostoma granulatum			I					Predateur		Mollusca	Gastropoda	Trochida	Calliostomatidae
Chaetozone setosa	Peu mobile	IV	IV	Tres fragile	Meuble	0	P	Deposivore	Endofaune	Annelida	Polychaeta	Terebellida	Cirratulidae
Chaetozone setosa	Peu mobile		IV	Tres fragile	Meuble	0	P	Deposivore	Endofaune	Annelida	Polychaeta	Terebellida	Cirratulidae
Corophium volutator		Mobile	III	Peu fragile	Meuble	0	P	Suspensivore	Endofaune	Crustacea	Eumalacostraca	Amphipoda	Corophiidae
Cumacea	Mobile	I	II	Tres fragile	Meuble	0	P	Deposivore	Endofaune	Arthropoda	Malacostraca	Cumacea	
Gammaropsis nitida			I				TP			Arthropoda	Malacostraca	Amphipoda	Isaeidae
Harmothoe longisetis			II							Annelida	Polychaeta	Phyllodocida	Polynoidae
Hippolyte			I						Epifaune	Arthropoda	Malacostraca	Decapoda	Hippolytidae
Jaera (Jaera) albifrons	Peu mobile	I	I	Tres fragile	Dur	0	TP	Herbivore		Arthropoda	Malacostraca	Isopoda	Janiridae
Jaera (Jaera) albifrons			I							Arthropoda	Malacostraca	Isopoda	Janiridae
Leucothoe lilljeborgi	Peu mobile	I	I	Tres fragile	Dur	0	TP	Commensalisme/Parasitisme		Arthropoda	Malacostraca	Amphipoda	Leucothoidae
Leucothoe lilljeborgi			I				TP	Suspensivore		Arthropoda	Malacostraca	Amphipoda	Leucothoidae
Lutraria	Peu mobile	I	NA	Pas fragile	Meuble	0	PM	Suspensivore		Mollusca	Bivalvia	Venerida	Mactridae
Lutraria			NA							Mollusca	Bivalvia	Venerida	Mactridae
Magelona papillicornis	Peu mobile	I	I	Tres fragile	Meuble	0	PM	Deposivore	Endofaune	Annelida	Polychaeta		Magelonidae
Magelona papillicornis	Peu mobile		I	Tres fragile	Meuble	0	M	Deposivore	Endofaune	Annelida	Polychaeta	Spionida	Magelonidae
Microdeutopus damnoniensis	Mobile	I	I	Peu fragile	Dur	0	TP	Deposivore	Endofaune	Arthropoda	Malacostraca	Amphipoda	Aoridae
Myoxocephalus scorpius			NA							Chordata	Actinopteri	Perciformes	Cottidae
